s,o,entity
odang_person_4778577,P166,Q50621171
odang_person_7174015,P19,Q49239
odang_person_5970856,P166,Q15464509
odang_person_5060470,P106,Q10497074
odang_person_8468090,P21,Q6581097
odang_person_7164966,P106,Q82955
odang_person_8388149,P108,Q238101
odang_person_7180166,P19,Q157824
odang_person_3587853,P463,Q1375182
odang_person_7270328,P20,Q220
odang_person_7270997,P106,Q131524
odang_person_9703,P106,Q36834
odang_person_6080376,P27,Q38
odang_person_5972001,P106,Q82955
Q143945,label,Carla Bruni
Q545409,label,Johann Kaspar Kerll
odang_person_2476029,P27,Q172579
Q40741207,label,Pazienzi
odang_person_1197374,P106,Q36180
odang_person_4786799,P1038,Q203636
odang_person_1213124,P1412,Q1860
odang_person_8360902,P21,Q6581097
odang_person_6752596,P106,Q937857
odang_person_7165201,P106,Q911554
Q6756450,label,Marcello (fratello di Giustino II)
odang_person_8369964,P569,1951
odang_person_552103,P569,1979
odang_person_8468321,P106,Q2526255
odang_person_2920790,P1412,Q652
odang_person_6247440,P1412,Q652
odang_person_1207378,P551,Q23169
odang_person_3693803,P19,Q101130
odang_person_3591684,P106,Q1028181
odang_person_2396364,P106,Q10800557
odang_person_1211000,P20,Q84
odang_person_6302391,P1412,Q652
odang_person_22512,P569,1914
odang_person_3688479,P1412,Q652
Q48772419,label,María Gabriela Chávez
odang_person_105191,P569,1951
odang_person_4793975,P102,Q461886
odang_person_1218729,P106,Q2526255
odang_person_5982355,P26,Q20487832
odang_person_3611172,P39,Q55178246
odang_person_7165109,P106,Q3658608
odang_person_2495035,P106,Q2722764
odang_person_7165683,P19,Q461142
odang_person_8369818,P21,Q6581072
odang_person_42071,P106,Q937857
odang_person_7198403,P27,Q38
odang_person_1225777,P108,Q219317
odang_person_8688092,P106,Q1028181
odang_person_2391823,P106,Q2526255
odang_person_7209246,P1412,Q1860
odang_person_1206593,P27,Q38
Q13267,label,singalese
odang_person_105142,P569,1954
Q738091,label,Premio Johan Skytte in Scienze Politiche
odang_person_4778886,P166,Q1316544
odang_person_513439,P1412,Q652
odang_person_6005498,P27,Q38
odang_person_8461823,P106,Q5137571
odang_person_1727846,P1412,Q1860
Q1490982,label,Gaetano Casanova
odang_person_5986396,P27,Q38
odang_person_8440774,P27,Q38
odang_person_1299824,P1412,Q652
odang_person_8368316,P40,Q1960623
odang_person_5060470,P166,Q108466413
odang_person_4885185,P106,Q177220
odang_person_7182745,P102,Q1126102
odang_person_7166056,P172,Q188779
odang_person_7175493,P21,Q6581097
odang_person_4821006,P21,Q6581097
odang_person_7186032,P39,Q48629921
odang_person_7174015,P166,Q17144
odang_person_2500989,P20,Q490
odang_person_6767872,P27,Q38
odang_person_7300,P21,Q6581097
odang_person_8372714,P40,Q87394627
odang_person_1207962,P1412,Q188
odang_person_4880558,P19,Q1486
odang_person_2398176,P937,Q90
odang_person_214289,P166,Q28481165
odang_person_8459930,P1412,Q1860
odang_person_7274991,P21,Q6581097
odang_person_4785634,P3373,Q28053579
odang_person_4793975,P40,Q107759616
odang_person_108407,P1412,Q652
odang_person_5977974,P106,Q333634
odang_person_7204922,P106,Q4594605
odang_person_16,P27,Q172579
odang_person_1212996,P102,Q590750
odang_person_4850610,P27,Q38
odang_person_2471906,P106,Q245068
odang_person_3621712,P108,Q820887
odang_person_5182202,P1412,Q652
odang_person_7166218,P22,Q110157327
Q43675,label,Filippo
odang_person_10356,P106,Q1930187
odang_person_5978238,P937,Q220
Q2180099,label,Buslingthorpe
odang_person_5977147,P106,Q131524
odang_person_7176695,P106,Q40348
odang_person_2392496,P569,1923
odang_person_7268390,P27,Q38
odang_person_7171812,P172,Q49078
Q107167950,label,Vittorio Craxi
odang_person_39713,P106,Q49757
odang_person_7167666,P40,Q5829730
odang_person_7003320,P19,Q6761
odang_person_8462316,P106,Q33999
odang_person_4794276,P1412,Q652
odang_person_32112,P103,Q652
odang_person_8610568,P106,Q82955
Q494295,label,Owensboro
odang_person_8377433,P6886,Q652
odang_person_8368594,P166,Q2445351
odang_person_8463512,P1412,Q1860
Q17630717,label,Fopponino di Porta Vercellina
odang_person_2391787,P166,Q18080429
Q4011165,label,Vicepresidente della giunta regionale
Q265058,label,Accademia ungherese delle scienze
odang_person_7204922,P3373,Q5479275
Q31,label,Belgio
odang_person_6047008,P106,Q937857
odang_person_31418,P106,Q183945
odang_person_2425726,P106,Q82955
odang_person_8434058,P39,Q1622272
odang_person_8369186,P166,Q2522577
odang_person_1233605,P20,Q72414
odang_person_4777898,P166,Q1620817
Q42909,label,inviato
odang_person_8361107,P166,Q20859673
odang_person_3584660,P569,1908
odang_person_1197595,P463,Q1532145
odang_person_1200105,P569,1992
odang_person_7588886,P166,Q1059569
odang_person_8377191,P106,Q177220
Q99590,label,Rebekka Habermas
odang_person_7165053,P106,Q28389
odang_person_1197437,P1038,Q90250
odang_person_108097,P103,Q652
odang_person_2434002,P106,Q43845
odang_person_7231246,P569,1965
odang_person_4777860,P166,Q62061080
odang_person_8468321,P106,Q3455803
odang_person_1360682,P1412,Q150
odang_person_8361017,P551,Q3971151
Q9409,label,Ivrea
odang_person_668402,P102,Q47817
odang_person_7176511,P106,Q1622272
odang_person_7172538,P569,1952
odang_person_8368594,P551,Q60
odang_person_36629,P1412,Q652
odang_person_7272238,P106,Q177220
odang_person_1223244,P569,1946
odang_person_3592763,P106,Q855091
odang_person_2405671,P3373,Q464779
odang_person_537292,P6886,Q1860
Q15992519,label,Edoardo Brizio
odang_person_2405252,P20,Q90
odang_person_224403,P102,Q47817
odang_person_105074,P166,Q788568
odang_person_8375021,P166,Q864037
odang_person_4777866,P40,Q21042256
odang_person_46617,P19,Q13664
odang_person_1298529,P106,Q2722764
odang_person_4785694,P569,1863
odang_person_4885087,P106,Q947873
odang_person_108502,P27,Q38
odang_person_4877296,P19,Q1449
odang_person_14,P166,Q28481165
odang_person_6289665,P166,Q30168724
odang_person_2498182,P106,Q33999
odang_person_7176511,P1412,Q652
odang_person_2391528,P3373,Q928719
odang_person_3649212,P22,Q3290172
odang_person_3600865,P463,Q1468277
Q1427,label,Adriano
odang_person_3591905,P106,Q1259917
odang_person_45979,P1412,Q1321
odang_person_105106,P26,Q3879474
odang_person_7483935,P937,Q6602
odang_person_110244,P106,Q33999
odang_person_5986400,P166,Q47170
odang_person_8467690,P19,Q490
odang_person_1301439,P20,Q54508
odang_person_1583245,P20,Q1501084
odang_person_4777943,P21,Q6581097
odang_person_6047008,P21,Q6581097
odang_person_8465683,P106,Q9149093
odang_person_1304658,P166,Q3853503
Q1650,label,Weser
odang_person_8395364,P27,Q219060
odang_person_2391655,P166,Q1996160
odang_person_4778017,P937,Q641
odang_person_1204170,P166,Q11415564
odang_person_771138,P1412,Q652
odang_person_3932666,P1412,Q652
Q5433867,label,Fania Oz-Salzberger
odang_person_4810605,P19,Q1903
odang_person_1767687,P569,1956
odang_person_7243923,P106,Q2259451
odang_person_5977769,P166,Q1158951
odang_person_1302001,P19,Q1903
odang_person_3680225,P937,Q6602
Q4005890,label,"Università degli Studi ""Guglielmo Marconi"""
odang_person_2396535,P1412,Q188
odang_person_5357947,P21,Q6581097
odang_person_7164960,P20,Q153491
Q27088842,label,direttore della Sala Stampa della Santa Sede
odang_person_4784509,P1412,Q652
Q894,label,Samara
odang_person_1223288,P19,Q116552
odang_person_4778023,P166,Q3885350
odang_person_7269973,P106,Q947873
odang_person_646,P26,Q17991252
odang_person_7767547,P569,1955
odang_person_4881808,P21,Q6581097
odang_person_8368316,P3373,Q441555
odang_person_7171811,P569,1953
odang_person_7173284,P463,Q463303
odang_person_7270950,P569,1946
odang_person_8469967,P569,1940
odang_person_3585310,P937,Q2634
odang_person_4883100,P569,1934
odang_person_3694467,P19,Q58510
odang_person_1634126,P102,Q665335
odang_person_5981934,P166,Q3405076
odang_person_8378583,P106,Q3964987
odang_person_4777898,P166,Q190353
odang_person_8468090,P1412,Q652
odang_person_2417659,P106,Q1930187
odang_person_2391516,P1066,Q215998
odang_person_8361021,P106,Q715301
odang_person_8377191,P21,Q6581097
odang_person_4778949,P166,Q22303941
Q3154225,label,Ippolito Andreasi
odang_person_7165547,P166,Q10762848
odang_person_2816815,P569,1994
odang_person_7165097,P166,Q101242891
odang_person_4784694,P20,Q178582
odang_person_8468650,P1412,Q652
Q245068,label,comico
odang_person_31418,P21,Q6581097
odang_person_4959789,P106,Q1930187
odang_person_4777868,P3373,Q517380
odang_person_1198348,P39,Q140686
odang_person_1301518,P106,Q28389
odang_person_1209934,P102,Q210703
odang_person_1306711,P27,Q38
odang_person_8372668,P108,Q28874479
odang_person_4777860,P106,Q37226
odang_person_4792255,P106,Q1930187
odang_person_520066,P551,Q47094
odang_person_3687096,P106,Q82955
odang_person_1198059,P40,Q360378
odang_person_6079137,P106,Q947873
odang_person_5971236,P119,Q181528
odang_person_4886849,P27,Q172579
odang_person_4786417,P569,1910
odang_person_11700,P19,Q117676
Q2442329,label,tecnico del suono
odang_person_6016951,P103,Q652
odang_person_7200508,P39,Q27991492
odang_person_7165201,P108,Q200816
odang_person_8361328,P166,Q118404
odang_person_8380988,P166,Q10905171
odang_person_4778434,P26,Q7922443
odang_person_4884293,P463,Q338432
odang_person_4808823,P463,Q20981187
Q54587,label,Campo Calabro
odang_person_3584857,P39,Q42178
odang_person_2405834,P27,Q38
odang_person_6838,P106,Q15982858
odang_person_2465,P166,Q56239664
odang_person_5982903,P1412,Q1860
odang_person_2408868,P27,Q953
odang_person_6011239,P569,1983
odang_person_4224255,P1412,Q1860
odang_person_4881878,P20,Q3519
odang_person_2425743,P1412,Q652
odang_person_7210662,P1412,Q9288
Q28748031,label,Robert Trump
odang_person_4778947,P166,Q11997611
odang_person_7213015,P569,1942
Q1022491,label,Višneva
odang_person_3627818,P108,Q955609
odang_person_4043426,P106,Q937857
odang_person_5971204,P551,Q62
odang_person_8360993,P20,Q1489
Q2015366,label,Congressional Black Caucus
odang_person_4887088,P569,1991
odang_person_7270434,P39,Q28000241
odang_person_8375021,P3373,Q981846
odang_person_3689359,P1412,Q652
odang_person_2494880,P1412,Q652
odang_person_1234391,P569,1887
odang_person_4785669,P106,Q155647
odang_person_4794261,P6886,Q1860
Q107165683,label,"Luigi di Borbone, conte di Vermandois"
odang_person_7359038,P40,Q26691923
odang_person_2425743,P106,Q183945
odang_person_3596140,P19,Q1891
odang_person_634294,P106,Q82955
Q27000,label,Bagheria
odang_person_4778949,P166,Q2325167
odang_person_10355,P106,Q36834
odang_person_2437515,P19,Q56028
odang_person_9130679,P102,Q14924303
odang_person_4778886,P106,Q1650915
odang_person_3666756,P27,Q38
Q6454825,label,Cecilia Metella Balearica Minore
odang_person_4788616,P551,Q205380
odang_person_7176695,P39,Q27991492
odang_person_8386615,P106,Q736415
odang_person_2694228,P103,Q652
odang_person_5974583,P166,Q28914868
odang_person_7271556,P19,Q547157
odang_person_3891897,P27,Q38
odang_person_7274991,P1412,Q652
odang_person_2500301,P106,Q43845
odang_person_2496472,P106,Q1930187
odang_person_3595997,P1412,Q13955
odang_person_2429824,P27,Q38
Q3259836,label,Saul
odang_person_7462496,P19,Q490
odang_person_3590659,P106,Q36834
odang_person_1222704,P1412,Q652
Q268984,label,capi di Stato della Croazia
odang_person_8465633,P103,Q652
odang_person_1197874,P166,Q10904959
odang_person_710,P106,Q1021386
odang_person_4884322,P106,Q2259451
odang_person_6072505,P19,Q490
odang_person_7344388,P27,Q38
odang_person_8368627,P166,Q184253
odang_person_2492586,P106,Q15117302
odang_person_3661091,P166,Q14539720
odang_person_7165368,P166,Q1170507
odang_person_2482145,P26,Q311687
odang_person_3615662,P39,Q18558478
odang_person_105712,P27,Q172579
odang_person_3612470,P40,Q29388595
Q15222391,label,Popolari per l'Italia
Q8706404,label,Eroe del Lavoro della Federazione Russa
Q85271,label,Marianne Zoff
odang_person_8380296,P102,Q47729
Q3769235,label,Giulia Beccaria
odang_person_313,P106,Q33999
odang_person_1235927,P106,Q250867
odang_person_110246,P103,Q652
odang_person_1583245,P106,Q12119633
odang_person_1204170,P166,Q15279719
odang_person_7165760,P166,Q17144
odang_person_3602360,P106,Q937857
odang_person_8372525,P106,Q205375
odang_person_68002,P21,Q6581097
odang_person_3600865,P108,Q35794
odang_person_9026063,P27,Q38
odang_person_646,P463,Q463303
Q18887908,label,membro della Camera dei rappresentanti dei Paesi Bassi
odang_person_6355699,P21,Q6581097
odang_person_1301923,P1412,Q652
Q19300,label,Molfetta
odang_person_3591932,P106,Q2259532
Q16957,label,Germania Est
odang_person_7473627,P102,Q47729
odang_person_5988551,P3373,Q1956192
odang_person_3686890,P103,Q652
Q1292062,label,Edward Dickinson
odang_person_3686409,P106,Q4964182
odang_person_67310,P106,Q131524
Q14915751,label,prostituta
odang_person_105775,P21,Q6581097
odang_person_1302624,P19,Q13616
odang_person_10998,P39,Q796562
odang_person_4790661,P463,Q633872
odang_person_7476133,P19,Q490
odang_person_2391428,P106,Q201788
odang_person_8463707,P108,Q1245318
odang_person_76461,P1412,Q188
odang_person_2487469,P21,Q6581097
odang_person_1197505,P2632,Q1405143
odang_person_7173740,P166,Q1497512
Q4263842,label,critico letterario
odang_person_1218183,P39,Q50189121
Q18460411,label,Bocca di Magra
odang_person_6021281,P1412,Q652
odang_person_8636448,P27,Q38
odang_person_5971444,P1412,Q150
odang_person_635,P166,Q14539974
odang_person_4778949,P166,Q1483605
odang_person_4777898,P463,Q1718148
odang_person_290579,P106,Q82955
odang_person_3591905,P1412,Q397
odang_person_2413636,P569,1957
odang_person_8470672,P106,Q1930187
odang_person_4799110,P20,Q9125
odang_person_7271380,P569,1933
odang_person_5971464,P166,Q369412
odang_person_8369186,P106,Q1238570
odang_person_5078252,P102,Q47729
odang_person_5977920,P22,Q271104
odang_person_8876530,P106,Q62082534
Q4504989,label,Gianroberto Casaleggio
odang_person_7188382,P21,Q6581097
Q299015,label,Accademia austriaca delle scienze
odang_person_8381729,P25,Q5018676
odang_person_3584787,P106,Q16743936
odang_person_7273638,P1412,Q652
odang_person_2823004,P569,1873
odang_person_1306336,P937,Q220
odang_person_1198059,P40,Q42797621
odang_person_2413819,P1412,Q652
odang_person_4885185,P1412,Q652
odang_person_2391787,P1412,Q7737
Q3436617,label,Susanna Fontanarossa
odang_person_1206227,P106,Q10800557
odang_person_7270844,P21,Q6581097
odang_person_8369728,P166,Q1044427
odang_person_281138,P106,Q82955
Q55341394,label,ministro della Presidenza del Consiglio dei ministri della Repubblica Italiana
odang_person_596,P119,Q14707829
odang_person_3590400,P19,Q72
odang_person_5316,P108,Q1205784
odang_person_1217541,P27,Q170174
odang_person_1645967,P1412,Q652
odang_person_8372631,P21,Q6581097
odang_person_2411440,P21,Q6581072
odang_person_1207847,P937,Q220
odang_person_4887156,P27,Q38
odang_person_7165369,P106,Q49757
odang_person_7167666,P106,Q10798782
odang_person_3585325,P19,Q801
odang_person_2496212,P21,Q6581097
odang_person_4795403,P166,Q2536597
odang_person_2391553,P119,Q184407
odang_person_8361055,P26,Q138690
odang_person_3585442,P6886,Q1860
odang_person_8469133,P20,Q220
odang_person_1204745,P166,Q23700921
odang_person_7174322,P39,Q3721646
odang_person_2499015,P569,1969
odang_person_7445819,P19,Q18382
odang_person_3688117,P106,Q82955
odang_person_4880795,P6886,Q652
odang_person_2391428,P3373,Q15851280
odang_person_1205773,P1066,Q15792
odang_person_8361592,P166,Q16153104
odang_person_2391560,P166,Q47035798
odang_person_2909077,P21,Q6581097
odang_person_302904,P103,Q652
odang_person_2407054,P27,Q38
odang_person_1197541,P106,Q82955
odang_person_1299854,P106,Q4610556
odang_person_5188330,P569,1901
odang_person_7275411,P106,Q488205
odang_person_8465872,P20,Q43005
odang_person_7081,P569,1479
odang_person_1306717,P106,Q1930187
odang_person_3584888,P39,Q553169
Q55110776,label,ministro per i beni culturali e ambientali della Repubblica Italiana
Q85626,label,Elena d'Asburgo
odang_person_4778886,P463,Q938622
Q83172,label,Accademia russa delle scienze
odang_person_10071,P40,Q3762909
odang_person_6072879,P569,1981
Q54603,label,Cittanova
Q182059,label,Kumasi
odang_person_7177556,P19,Q220
odang_person_9976,P569,1963
Q60912,label,Sofia Carlotta di Baviera
odang_person_2391560,P166,Q16141095
odang_person_363,P21,Q6581097
odang_person_4,P463,Q2886342
odang_person_3690423,P19,Q23662
odang_person_22,P166,Q63091998
odang_person_7166037,P39,Q14625123
odang_person_42071,P21,Q6581097
Q1754,label,Stoccolma
odang_person_8370822,P106,Q2259451
odang_person_8377191,P1412,Q652
odang_person_7172523,P166,Q3885235
odang_person_5992454,P106,Q36180
odang_person_8465388,P106,Q1930187
Q2758023,label,ordine di Boyacá
odang_person_8464584,P1412,Q652
odang_person_2400444,P21,Q6581072
odang_person_2391412,P166,Q1975046
odang_person_7164969,P27,Q148540
odang_person_2497072,P106,Q2259451
odang_person_4855031,P106,Q15627169
odang_person_6078778,P106,Q1930187
odang_person_7271166,P19,Q6537
odang_person_3593985,P19,Q33959
odang_person_6072582,P106,Q1930187
odang_person_2664717,P569,1963
odang_person_14278,P106,Q4964182
odang_person_7272238,P1412,Q652
odang_person_8361473,P39,Q622216
odang_person_4883811,P27,Q38
odang_person_7182753,P166,Q20888823
odang_person_2429007,P166,Q543469
odang_person_5971217,P569,1943
odang_person_1302001,P569,1941
Q954854,label,Sokol
Q243116,label,Nettuno
odang_person_2391427,P27,Q2305208
odang_person_1206050,P27,Q844930
Q13422143,label,Cavaliere di Gran Croce dell'Ordine nazionale al merito francese
odang_person_2399084,P22,Q8056225
Q847263,label,Partito Socialista
odang_person_2783581,P106,Q193391
odang_person_1541488,P39,Q26236548
Q241181,label,medaglia per servizio impeccabile
odang_person_8884157,P1412,Q652
odang_person_6079062,P27,Q38
odang_person_7177597,P937,Q239
odang_person_2498205,P1412,Q652
odang_person_2408532,P106,Q49757
odang_person_4778947,P27,Q215
odang_person_1209934,P106,Q1231865
odang_person_7165225,P937,Q546
odang_person_2800955,P39,Q56761145
odang_person_4777870,P26,Q238151
odang_person_2499844,P39,Q3625593
odang_person_8465934,P102,Q47729
odang_person_7164969,P802,Q469379
odang_person_8368459,P106,Q81096
odang_person_13998,P1412,Q652
Q908745,label,Premio Giappone
odang_person_5986400,P26,Q320578
odang_person_589381,P569,1921
odang_person_363,P106,Q205375
Q461296,label,Antonio Bazzini
odang_person_8380683,P106,Q2526255
odang_person_362209,P27,Q38
odang_person_2495733,P27,Q172579
odang_person_105106,P106,Q82955
