s,o,entity
odang_person_2412682,P19,Q220
Q709616,label,Presidente della Commissione di Difesa Nazionale
odang_person_7241450,P19,Q72503
odang_person_5305938,P21,Q6581097
odang_person_3585482,P40,Q659488
odang_person_2406777,P106,Q488205
Q549884,label,Premio Hugo per il miglior romanzo breve
odang_person_4777859,P937,Q72
odang_person_4784366,P937,Q2044
odang_person_3609490,P27,Q38
Q3840478,label,Luisa de' Medici
Q153136,label,Monarchia asburgica
odang_person_7164998,P184,Q102119623
Q355288,label,Berry Gordy
odang_person_6075031,P1412,Q652
odang_person_4795319,P106,Q177220
odang_person_6350745,P27,Q155
odang_person_8453359,P27,Q38
odang_person_7165335,P39,Q28798091
odang_person_8387024,P39,Q25160174
odang_person_1205352,P103,Q7976
odang_person_2391689,P569,1953
Q47265,label,Palo Alto
odang_person_6056358,P106,Q1371925
odang_person_9130732,P102,Q47750
odang_person_2391436,P166,Q4287207
odang_person_13681,P106,Q486748
Q11256,label,Fidel Castro
odang_person_1197939,P569,1500
Q132545,label,Enrico II di Francia
Q533534,label,Cisleitania
odang_person_2494084,P106,Q753110
odang_person_7167666,P22,Q77631775
odang_person_5150141,P27,Q38
odang_person_8375906,P19,Q3640
odang_person_7165958,P27,Q172579
Q1634609,label,Caso Moro
Q148540,label,Repubblica di Firenze
odang_person_3690721,P21,Q6581072
odang_person_8373851,P106,Q500251
odang_person_2437529,P19,Q2044
odang_person_4777859,P1412,Q188
odang_person_2416555,P21,Q6581097
odang_person_8399611,P19,Q220
odang_person_4883537,P27,Q30
Q171136,label,Giovanna di Castiglia
odang_person_8465135,P1412,Q652
odang_person_108385,P569,1957
odang_person_1205352,P937,Q816
odang_person_4857128,P27,Q172579
odang_person_4778921,P1066,Q57244
odang_person_5189458,P1412,Q652
odang_person_2496453,P19,Q81786
odang_person_4784643,P40,Q24005640
odang_person_4783641,P937,Q3476
odang_person_4784968,P103,Q652
odang_person_4778921,P166,Q4286902
odang_person_1206897,P1066,Q711964
odang_person_8399417,P937,Q5471
odang_person_3591787,P19,Q1741
odang_person_1294241,P27,Q38
Q26648,label,Giovanni Argiropulo
Q1148872,label,imitatore
Q1789102,label,National Board of Review Award al miglior film
Q18558478,label,deputato della Repubblica Italiana
Q1190590,label,Encino
odang_person_5305938,P1038,Q2105051
odang_person_110142,P106,Q947873
odang_person_7164998,P166,Q14705795
odang_person_7184961,P103,Q652
odang_person_7597930,P19,Q220
odang_person_7165981,P172,Q484464
odang_person_1200047,P40,Q75381747
odang_person_8384962,P611,Q165005
odang_person_5971849,P106,Q28389
odang_person_5335279,P19,Q72414
odang_person_3584641,P1066,Q2834170
odang_person_9009,P53,Q2164184
odang_person_7172744,P106,Q82955
Q768999,label,ordine di Vytautas il Grande
odang_person_4862184,P106,Q11481802
odang_person_5977813,P106,Q852389
odang_person_6004907,P166,Q17985761
odang_person_4777859,P551,Q138518
Q236936,label,Faustina minore
odang_person_4778076,P166,Q20857545
odang_person_1305358,P106,Q639669
odang_person_4887670,P106,Q28389
odang_person_3585621,P166,Q1059569
Q152316,label,"Henry, duca di Sussex"
odang_person_9334,P40,Q704178
odang_person_7165093,P569,1952
odang_person_6015937,P569,1976
odang_person_4778176,P1412,Q397
Q280856,label,Giorgio VI del Regno Unito
odang_person_4778921,P27,Q43287
odang_person_3688389,P21,Q6581097
odang_person_4789603,P40,Q3847717
Q329670,label,Pietro Cattani
odang_person_8387024,P39,Q25936389
odang_person_5988533,P166,Q206959
odang_person_7172311,P19,Q220
odang_person_5971675,P27,Q38
odang_person_3585316,P39,Q2855502
odang_person_5971462,P106,Q4610556
odang_person_4784643,P19,Q84
Q19969187,label,ambasciatore di buona volontà per l'UNICEF
Q1734662,label,cartografo
odang_person_6056358,P1412,Q652
odang_person_2391689,P166,Q1783970
odang_person_7172311,P22,Q3436964
Q3851060,label,Massimiliano Pani
odang_person_4821773,P106,Q36834
odang_person_4778023,P106,Q508846
Q831474,label,presbitero
odang_person_8368459,P19,Q2044
odang_person_8372029,P21,Q6581097
odang_person_5182202,P21,Q6581097
odang_person_1211685,P106,Q3282637
odang_person_5979230,P26,Q264969
Q672317,label,Stauffenberg
odang_person_4778921,P21,Q6581097
odang_person_1198429,P106,Q1281618
odang_person_1197390,P1412,Q1860
odang_person_7172856,P21,Q6581072
Q259934,label,Edda Ciano
odang_person_8361689,P106,Q3665646
odang_person_8296229,P19,Q13369
odang_person_7164998,P106,Q11631
odang_person_7275816,P1412,Q652
odang_person_8399417,P103,Q652
odang_person_8361017,P106,Q82955
odang_person_7165049,P106,Q36180
odang_person_1305580,P19,Q6122
odang_person_2412682,P106,Q55960555
odang_person_3924425,P106,Q55960555
odang_person_4784366,P802,Q528968
odang_person_4777859,P166,Q14906020
Q42049,label,castello di Balmoral
Q108679795,label,Niccolosa Bacci
Q7330070,label,ministro degli esteri
odang_person_3602961,P106,Q13590141
odang_person_5978238,P106,Q13418253
odang_person_8360933,P106,Q3282637
odang_person_6075031,P106,Q33999
odang_person_8387024,P19,Q52988
odang_person_3591787,P25,Q164504
odang_person_84797,P39,Q19808845
odang_person_6601902,P106,Q177220
odang_person_7172123,P106,Q488205
odang_person_363,P108,Q127552
odang_person_7275816,P106,Q177220
odang_person_8375549,P19,Q220
Q3107258,label,Giovanni Maria Tamburini
odang_person_17840,P27,Q38
odang_person_2425743,P20,Q220
odang_person_7172311,P26,Q109319165
odang_person_1201891,P166,Q14539726
odang_person_2411571,P569,1970
Q3185305,label,Regno Unito di Israele
odang_person_3600127,P1412,Q150
odang_person_7164969,P551,Q490
odang_person_7243862,P569,1928
Q858831,label,Casa Verdi
odang_person_4815521,P106,Q49757
odang_person_103,P106,Q13235160
odang_person_4778076,P166,Q96279182
odang_person_7165093,P39,Q842386
odang_person_7165958,P27,Q38
odang_person_2408590,P106,Q177220
odang_person_8366173,P20,Q1891
odang_person_8361107,P166,Q1750244
Q17427,label,Partito Comunista Cinese
Q3944359,label,Sabrina Knaflitz
Q83726,label,Ealing
Q684415,label,Accademia bavarese delle scienze
odang_person_1211685,P166,Q583972
odang_person_7171186,P26,Q153708
Q2390786,label,ordine di Ho Chi Minh
odang_person_7300,P106,Q432386
odang_person_8361772,P166,Q5593866
odang_person_7176358,P27,Q142
odang_person_8372530,P20,Q72425
Q153815,label,"Margaret, contessa di Snowdon"
odang_person_7168729,P106,Q483501
odang_person_7164960,P21,Q6581097
odang_person_1198059,P26,Q2364291
odang_person_7171186,P106,Q2259451
Q2497232,label,Accademia brasiliana delle scienze
odang_person_5970876,P21,Q6581097
odang_person_1197450,P106,Q639669
odang_person_7165049,P172,Q1344183
odang_person_7172744,P1412,Q652
odang_person_2392044,P551,Q65
odang_person_7172357,P19,Q1920613
odang_person_7165369,P106,Q33999
odang_person_5971756,P1412,Q652
odang_person_7204324,P569,1980
odang_person_9703,P106,Q36834
Q903791,label,Breakfast Club
Q40741207,label,Pazienzi
odang_person_4786799,P1038,Q203636
odang_person_3584673,P166,Q41254
odang_person_5971849,P20,Q48958
odang_person_5979230,P106,Q11900058
odang_person_4778785,P802,Q4003477
odang_person_1304442,P27,Q4948
odang_person_24948,P106,Q10800557
odang_person_4784366,P106,Q864380
odang_person_2412682,P551,Q107338
odang_person_24948,P106,Q245068
odang_person_3584621,P166,Q31839355
odang_person_3585316,P102,Q7320
odang_person_4778921,P184,Q97710
odang_person_1213116,P19,Q220
odang_person_4783641,P20,Q116884
odang_person_7165369,P166,Q1061238
Q859363,label,Istituto di studi politici di Parigi
Q102442578,label,Raffaele Proietti
odang_person_8361017,P53,Q109283993
odang_person_84797,P103,Q150
odang_person_2484487,P26,Q27947534
Q670482,label,Assicurazioni Generali
odang_person_6078719,P1412,Q652
odang_person_5971244,P3373,Q87012
Q932942,label,nuovo cimitero ebraico di Praga
odang_person_4882946,P27,Q38
odang_person_8361107,P1412,Q5146
odang_person_2391689,P166,Q84314287
Q857880,label,Franco-canadesi
odang_person_1206897,P1412,Q397
Q1250275,label,Dorothy Caruso
odang_person_5986396,P27,Q38
Q46696,label,Teodosio I
odang_person_102155,P21,Q6581097
odang_person_8361017,P1412,Q652
Q333634,label,traduttore
odang_person_7300,P21,Q6581097
odang_person_7164969,P106,Q2374149
odang_person_7165981,P3373,Q4330912
Q519157,label,Templin
odang_person_2500762,P106,Q4070300
odang_person_5971675,P106,Q753110
odang_person_2471906,P106,Q245068
odang_person_4815521,P106,Q333634
odang_person_5182202,P1412,Q652
odang_person_8379218,P1412,Q1860
Q1520841,label,Castello di Saint-Germain-en-Laye
odang_person_7273032,P19,Q47125
odang_person_4778457,P106,Q10798782
odang_person_60180,P19,Q2634
odang_person_5978238,P937,Q220
odang_person_1197939,P119,Q1424085
odang_person_4778023,P166,Q2028166
odang_person_2392044,P19,Q1218
odang_person_4998028,P106,Q33999
odang_person_5059574,P106,Q4070300
Q163948,label,X arrondissement di Parigi
odang_person_7167666,P40,Q5829730
Q159660,label,Maria di Spagna
odang_person_2455,P166,Q15056034
odang_person_8377433,P6886,Q652
Q60127,label,Girolamo Riario
Q313368,label,King Oliver
Q3833781,label,i 100 migliori artisti secondo Rolling Stone
odang_person_24948,P1038,Q102442578
odang_person_31418,P106,Q183945
odang_person_4786799,P27,Q1747689
odang_person_5984689,P1412,Q1860
odang_person_8366960,P1412,Q652
odang_person_8361107,P166,Q20859673
odang_person_1197390,P106,Q5716684
Q18419,label,Brooklyn
odang_person_4857128,P106,Q1028181
odang_person_8363532,P569,1938
odang_person_5971462,P106,Q639669
Q2874431,label,Grunewald
Q236164,label,Linda Christian
odang_person_8361017,P551,Q3971151
odang_person_4778023,P39,Q460057
odang_person_4786799,P40,Q170026
odang_person_1206897,P27,Q148540
odang_person_7164969,P1412,Q652
odang_person_3585316,P166,Q2005149
odang_person_4786799,P19,Q17151
odang_person_2397487,P26,Q240523
odang_person_1207330,P106,Q177220
odang_person_7167666,P166,Q908858
odang_person_1298529,P106,Q2722764
odang_person_4785694,P569,1863
odang_person_3591787,P20,Q2683
odang_person_1231562,P21,Q6581072
Q22101705,label,Adolf Koppensteiner
odang_person_2391528,P3373,Q928719
odang_person_110570,P21,Q6581097
odang_person_4778023,P166,Q99025668
odang_person_4777859,P551,Q1726
odang_person_7167666,P40,Q66763528
odang_person_4784643,P1412,Q652
odang_person_4777943,P21,Q6581097
odang_person_2408143,P937,Q90
odang_person_7176358,P26,Q3336666
Q9288,label,ebraico
odang_person_7165369,P569,1922
Q160409,label,Central Park
odang_person_8361622,P1412,Q5146
odang_person_8395364,P27,Q219060
odang_person_8375906,P569,1950
odang_person_5971756,P106,Q33999
odang_person_4810605,P19,Q1903
odang_person_7165544,P39,Q58631963
odang_person_2455,P21,Q6581097
Q731721,label,Plastic Ono Band
odang_person_2391553,P40,Q3839486
odang_person_7183087,P1412,Q652
odang_person_7164960,P20,Q153491
odang_person_7165093,P166,Q16683303
Q505950,label,Holyrood Palace
odang_person_1211685,P166,Q17985761
odang_person_8867,P106,Q177220
Q1966051,label,Nastro d'argento alla migliore sceneggiatura
Q466662,label,Vilma Espín
odang_person_16132,P106,Q488205
odang_person_3584621,P166,Q39384825
odang_person_4778023,P166,Q3885350
odang_person_7164960,P937,Q64
odang_person_7767547,P569,1955
odang_person_7165093,P39,Q14805701
Q163700,label,Legion d'Onore
odang_person_8366960,P569,1962
odang_person_7183087,P106,Q183945
odang_person_5971462,P166,Q740968
odang_person_7165049,P106,Q10800557
odang_person_2416555,P19,Q481642
odang_person_7165799,P21,Q6581097
Q14539726,label,Ufficiale OMRI
odang_person_1200047,P27,Q179876
odang_person_3585482,P25,Q131706
odang_person_84797,P27,Q142
Q245068,label,comico
odang_person_31418,P21,Q6581097
odang_person_60180,P21,Q6581097
odang_person_2391436,P166,Q402425
odang_person_11566,P26,Q99543249
Q1810148,label,Roncole Verdi
odang_person_1198059,P40,Q360378
odang_person_1267890,P569,1972
odang_person_2500762,P21,Q6581072
odang_person_1207330,P21,Q6581097
odang_person_1197939,P40,Q157107
odang_person_8369830,P1412,Q652
odang_person_8361328,P166,Q118404
odang_person_8361107,P166,Q233454
odang_person_8399417,P19,Q16333
odang_person_7182662,P27,Q38
odang_person_5991196,P108,Q328473
odang_person_3585482,P119,Q184407
odang_person_1305358,P20,Q220
odang_person_2392044,P551,Q61
odang_person_8361772,P19,Q826561
odang_person_2425743,P1412,Q652
Q2279884,label,Maria Anna d'Asburgo-Lorena
odang_person_1305563,P1412,Q652
Q941224,label,Partito Autonomista Trentino Tirolese
odang_person_103,P463,Q1795868
odang_person_4784643,P1412,Q1860
odang_person_4778076,P569,1936
Q1241308,label,Passy
Q107165683,label,"Luigi di Borbone, conte di Vermandois"
odang_person_3864910,P39,Q18558478
Q3941319,label,Rosanna Banfi
odang_person_2425743,P106,Q183945
odang_person_3584625,P40,Q3434931
odang_person_5971462,P106,Q10798782
Q121594,label,professore
odang_person_8369830,P106,Q177220
odang_person_5992109,P166,Q14539729
odang_person_8360933,P1412,Q1860
Q2976730,label,Grammy Award al miglior videoclip
odang_person_2391689,P166,Q2329411
odang_person_3616747,P106,Q82955
Q2368906,label,Pattie Mallette
odang_person_7172744,P19,Q2044
odang_person_6046780,P19,Q279
odang_person_7165544,P26,Q156657
Q216344,label,cimitero nazionale di Arlington
Q508846,label,autotrasportatore
odang_person_6386200,P19,Q16666
Q38104,label,premio Nobel per la fisica
odang_person_8361289,P106,Q33999
odang_person_2398661,P1412,Q652
odang_person_7165093,P106,Q47064
odang_person_4815521,P19,Q2044
odang_person_3584621,P166,Q56528430
Q3405086,label,Premio Napoli
odang_person_9130732,P106,Q82955
odang_person_7165799,P102,Q371402
odang_person_1304442,P569,1470
odang_person_4778023,P166,Q23773332
Q233335,label,Anna Jagellone
odang_person_7164998,P106,Q618694
odang_person_3627259,P27,Q38
odang_person_4788794,P19,Q62
odang_person_5990167,P19,Q90
odang_person_1211685,P106,Q33999
Q19300,label,Molfetta
Q16957,label,Germania Est
odang_person_8361107,P551,Q25444
Q12544,label,Impero bizantino
odang_person_5978238,P3373,Q3893652
odang_person_1198429,P21,Q6581072
odang_person_3609021,P166,Q28861961
odang_person_2398661,P106,Q177220
odang_person_1198059,P20,Q1218
odang_person_2391428,P106,Q201788
odang_person_4777859,P463,Q338432
Q4263842,label,critico letterario
Q688857,label,medaglia della Sudetenland
odang_person_4778921,P106,Q169470
Q93362,label,Massimiliano d'Asburgo-Lorena
odang_person_6004907,P106,Q578109
odang_person_2412682,P106,Q36834
odang_person_4784643,P106,Q33999
odang_person_2406777,P106,Q55960555
odang_person_8370077,P569,1961
odang_person_7172123,P19,Q220
Q42782,label,Legnano
Q12439,label,Detroit
odang_person_2392044,P106,Q33999
odang_person_1198059,P40,Q42797621
Q414,label,Argentina
odang_person_7273880,P1412,Q652
odang_person_2405833,P106,Q36834
Q3436617,label,Susanna Fontanarossa
odang_person_3594250,P19,Q2634
odang_person_2492694,P106,Q36180
Q859528,label,arbitro di calcio
odang_person_4778023,P166,Q2177611
odang_person_1305358,P21,Q6581097
odang_person_2398661,P551,Q52991
odang_person_1205352,P106,Q10800557
odang_person_4778076,P21,Q6581097
odang_person_5990167,P27,Q38
odang_person_7243862,P19,Q495
odang_person_1197939,P6886,Q150
odang_person_8695230,P569,1995
odang_person_7165071,P569,1451
odang_person_8375549,P106,Q10800557
odang_person_2780282,P20,Q1903
odang_person_7165369,P106,Q49757
odang_person_7167666,P106,Q10798782
odang_person_5971494,P19,Q12439
odang_person_2391553,P119,Q184407
odang_person_102155,P569,1911
Q2219563,label,San Fruttuoso
odang_person_7165369,P20,Q11171297
odang_person_4777859,P166,Q1711648
odang_person_6078719,P106,Q937857
odang_person_7165544,P3373,Q6137930
odang_person_2391428,P3373,Q15851280
odang_person_2406777,P21,Q6581072
odang_person_60180,P569,1953
odang_person_2455,P463,Q191583
Q54565,label,Bagnara Calabra
Q465805,label,Belén Rodríguez
Q83172,label,Accademia russa delle scienze
odang_person_8369215,P569,1987
Q19808845,label,co-principe francese di Andorra
odang_person_1206897,P106,Q49757
odang_person_8369830,P106,Q33999
odang_person_363,P21,Q6581097
odang_person_4778457,P25,Q18017253
odang_person_8372572,P21,Q6581097
odang_person_1198059,P802,Q2590260
odang_person_4784366,P802,Q2459386
Q1754,label,Stoccolma
odang_person_8370822,P106,Q2259451
odang_person_8379826,P569,1795
odang_person_8438006,P27,Q38
odang_person_5992454,P106,Q36180
odang_person_8447142,P20,Q1273
Q2758023,label,ordine di Boyacá
odang_person_7164969,P27,Q148540
Q986210,label,Englewood
odang_person_2416555,P40,Q2690319
odang_person_3584641,P1066,Q18999
odang_person_14158,P3373,Q1890518
odang_person_7273880,P569,1962
odang_person_1197450,P106,Q177220
odang_person_7267897,P106,Q947873
odang_person_2429007,P166,Q543469
Q810794,label,Bathgate (Scozia)
odang_person_1305358,P569,1907
Q13422143,label,Cavaliere di Gran Croce dell'Ordine nazionale al merito francese
Q24826,label,Liverpool
odang_person_8468861,P106,Q245068
Q241181,label,medaglia per servizio impeccabile
odang_person_2455,P569,1804
odang_person_9334,P21,Q6581072
odang_person_2392575,P102,Q197864
odang_person_5984384,P569,1967
odang_person_6019064,P21,Q6581097
odang_person_7164969,P802,Q469379
odang_person_8368459,P106,Q81096
odang_person_363,P106,Q205375
odang_person_7184517,P106,Q10800557
Q461296,label,Antonio Bazzini
odang_person_4882329,P1412,Q652
odang_person_3695180,P1412,Q652
odang_person_5971462,P106,Q578109
odang_person_1198059,P40,Q2418113
odang_person_4782803,P27,Q38
odang_person_8361149,P166,Q10855271
odang_person_7172311,P106,Q36834
Q842386,label,Primo ministro della Russia
odang_person_4812434,P1412,Q652
odang_person_7164969,P108,Q187998
odang_person_1306862,P166,Q21450802
odang_person_5977813,P166,Q857933
odang_person_5970904,P19,Q34404
Q1472235,label,Golden Globe per la migliore canzone originale
Q22092225,label,Eduard Schmidt
odang_person_3584621,P166,Q1415232
Q3939348,label,Roby Facchinetti
odang_person_1267890,P106,Q10798782
odang_person_1259314,P27,Q38
odang_person_3609490,P20,Q220
odang_person_5057156,P106,Q4110598
odang_person_8363309,P1412,Q1321
odang_person_4882329,P106,Q177220
odang_person_2780282,P102,Q662849
odang_person_3585316,P106,Q12797895
odang_person_7172357,P39,Q165948
odang_person_3584621,P25,Q14646844
odang_person_5971849,P166,Q154590
odang_person_3584621,P166,Q10855226
odang_person_2780282,P106,Q82955
